id,meter_code,category,zone,date_creation
52846,M2UX417174,R1,N,2021-12-20
52847,S7XU314863,S,S,2023-01-13
52848,N8NG818863,R3,O,2022-09-02
52849,W8QK425636,I,C,2021-02-23
52850,A3NC848354,CE,S,2023-03-29
52851,S7QT653335,R1,SE,2021-05-20
52852,O8FX331584,R3,S,2021-02-10
52853,T3CA588232,R2,N,2022-11-04
52854,R7OC221221,I,SE,2023-12-29
52855,O1BD726245,C,NE,2021-02-04
52856,P7BT217138,R4,NE,2023-10-21
52857,M5TU774111,C,NO,2021-06-22
52858,R8QK565861,CE,S,2022-07-10
52859,J1GJ347115,C,SO,2022-07-11
52860,A4AA148661,R1,S,2023-10-24
52861,K7BD513742,P,C,2021-07-28
52862,C7PS726226,C,E,2021-08-24
52863,L2KW761558,CE,SE,2022-01-26
52864,D5WT314745,R3,NO,2023-07-27
52865,N1FG776867,R4,SO,2021-06-21
52866,U3EN618632,I,C,2023-09-23
52867,G3DN288668,I,S,2021-07-07
52868,E3NY311673,R3,NO,2023-10-02
52869,X2VB247227,I,E,2023-07-15
52870,O4XD464687,P,SE,2021-05-11
52871,B2SS655868,P,SO,2022-10-02
52872,N5LB373238,I,N,2021-02-28
52873,N4OU564162,P,SE,2022-01-17
52874,P1DF177865,R2,N,2023-10-02
52875,R2QS252862,R3,NO,2022-09-07
52876,X1SW878738,I,NE,2022-06-14
52877,I2IJ553187,R4,NO,2021-09-19
52878,Y8JP517813,R4,SE,2021-11-06
52879,P6AI288322,R2,NE,2023-12-13
52880,S8QI825431,S,SO,2021-10-23
52881,L8EJ143873,R2,SO,2021-10-09
52882,A2SB717668,P,N,2022-04-07
52883,B7IB147512,R2,SE,2021-06-21
52884,L6BK465144,CE,NO,2022-07-03
52885,O4AN642646,R3,NE,2021-02-28
52886,I7LM366515,R3,N,2022-07-26
52887,F6CB563734,R4,NO,2023-04-25
52888,N6PL358661,CE,O,2021-08-01
52889,V7MA511341,I,SE,2022-03-30
52890,X8TY283424,CE,C,2022-03-19
52891,L5PA536325,I,NE,2022-02-21
52892,Y8WT854412,I,NE,2022-05-16
52893,Q2ER441156,S,S,2021-09-28
52894,I4QA717145,CE,C,2022-06-15
52895,P1LH844287,P,NO,2022-08-09
52896,B7NW835265,C,N,2023-02-15
52897,F6EI473615,R4,SE,2021-03-26
52898,X5SO223866,S,NE,2022-05-06
52899,J2AD557566,R2,SO,2022-05-06
52900,U7YM611376,S,N,2021-11-13
52901,U8JG115535,C,NE,2021-07-18
52902,R8JM237776,P,SE,2021-08-16
52903,I8LE166276,R3,N,2023-09-17
52904,P4NJ462124,I,E,2022-05-20
52905,X2RG812582,CE,O,2023-11-26
52906,E6LX176675,I,C,2023-11-21
52907,L1FD724238,I,NE,2022-10-07
52908,J2HX244843,R1,SO,2021-04-02
52909,F8AS848841,C,S,2022-03-24
52910,D1LW443151,R3,NE,2022-03-20
52911,M8IU172862,R3,S,2022-02-20
52912,S4DH251183,CE,N,2023-05-01
52913,K5SG111858,I,NO,2022-09-28
52914,L3LS817777,R1,SE,2023-07-14
52915,C2LA288577,I,N,2021-12-20
52916,B1JI632717,R1,C,2023-02-15
52917,Q1MM274141,S,E,2022-10-15
52918,X8KH735667,P,NE,2022-01-17
52919,P5JV672871,R3,NO,2022-08-24
52920,P5TH161832,R1,SO,2021-12-10
52921,R4CM642273,S,S,2022-06-17
52922,B2HK381587,R3,S,2022-09-07
52923,O4GD812735,R4,SE,2022-02-08
52924,V8IE217771,R2,N,2023-08-27
52925,Q3UL642168,C,E,2023-04-22
52926,F3EU571245,S,SO,2021-05-28
52927,X4HV356282,I,SE,2023-03-07
52928,A6AE745254,I,N,2023-11-14
52929,F1PY277488,R2,C,2021-08-01
52930,I8MV132458,P,E,2023-01-23
52931,B4GT531417,C,N,2023-01-20
52932,W4FU826214,C,C,2022-07-23
52933,C5NX734354,I,SE,2022-01-16
52934,I2CU441473,R2,O,2022-06-15
52935,K5UH432837,S,C,2021-07-12
52936,J3NN688426,C,SO,2021-07-10
52937,Q2MK224286,R1,SO,2023-10-28
52938,P3DF736618,P,E,2021-10-11
52939,J5AK877111,I,O,2021-05-04
52940,K1WU711158,I,S,2021-08-09
52941,R7RQ577556,R2,C,2022-04-03
52942,V6QG476653,S,E,2021-06-30
52943,J8TR518654,C,S,2021-07-04
52944,B8LS554183,R2,O,2022-12-26
52945,V1IK362538,P,SE,2023-11-24
52946,Y5DE133711,C,E,2023-06-28
52947,S2IM456381,C,NO,2021-01-09
52948,F7VR873386,I,E,2022-03-14
52949,I7PP636847,S,O,2022-02-19
52950,I5NK658352,I,SO,2023-11-02
52951,N1HY382482,R2,SO,2021-10-06
52952,E2MW644151,S,SO,2021-02-05
52953,J1XG368476,R2,E,2023-04-08
52954,A5BV814686,I,SO,2022-12-12
52955,O8KK271288,P,NO,2022-02-11
52956,O7HK673178,R1,O,2023-07-11
52957,Y1UT812236,R1,N,2021-03-22
52958,S7EF687536,I,E,2022-08-20
52959,C3CD143585,S,NO,2023-06-16
52960,F3QL614777,S,S,2023-01-17
52961,M8HV275132,C,SE,2022-10-29
52962,J5LL428812,R3,O,2023-08-18
52963,K5BR467656,I,NE,2022-12-31
52964,G5SJ822813,P,O,2023-03-18
52965,R4IO137473,P,SO,2023-09-04
52966,E3JJ764642,C,O,2021-01-24
52967,F4OM247675,I,SO,2021-07-01
52968,T8XJ618147,R1,E,2021-05-07
52969,E1RO818446,R4,NE,2021-10-20
52970,C4HL685466,CE,NO,2023-09-25
52971,G5WU155775,R4,SO,2022-04-26
52972,K6EP428115,R2,N,2023-02-01
52973,B5DC575656,CE,N,2023-10-19
52974,J8UP542232,CE,NE,2023-09-08
52975,U3NG672715,S,SE,2021-10-04
52976,R2ON558626,I,NE,2021-03-16
52977,A2YB563555,I,NE,2021-02-26
52978,B2GO814528,R3,C,2022-05-05
52979,A8TT771187,I,C,2023-03-24
52980,S7RJ872128,I,C,2023-03-30
52981,R6PP224645,R3,C,2022-02-19
52982,C2FR658878,R2,E,2021-07-16
52983,X6RQ241246,R2,C,2022-10-08
52984,V6EJ237782,I,O,2023-04-13
52985,H7KI123222,R3,S,2021-10-14
52986,X4WT831628,S,C,2021-01-06
52987,W1JH784758,I,SO,2021-04-28
52988,K3RQ272617,R4,S,2021-03-28
52989,E3FB531527,I,E,2021-10-02
52990,L2DD833654,P,N,2022-01-21
52991,G4RK684411,I,C,2023-06-08
52992,N7EG554286,R1,SO,2023-03-31
52993,P2TA421372,I,SO,2023-03-18
52994,O1KY638173,I,C,2021-01-12
52995,W2NH365388,C,E,2023-09-16
52996,M1WM738143,R3,S,2021-04-05
52997,H1XJ237367,C,C,2022-01-20
52998,X6PC356388,R2,C,2021-10-05
52999,F1ST461262,R4,S,2021-01-18
53000,E1FO878228,CE,N,2021-01-21
53001,F4KA357835,I,SO,2023-11-03
53002,G4IT871845,I,O,2022-02-12
53003,S6LR111417,R3,NO,2022-04-10
53004,V2AH172333,R2,O,2021-10-06
53005,X6VM525857,R4,NO,2022-07-24
53006,M1TH738287,R2,S,2022-12-02
53007,E2DB551354,R1,N,2023-10-29
53008,M3JW353151,R2,C,2023-11-25
53009,L3QU185663,R4,NO,2021-05-03
53010,U8SV177244,CE,O,2022-03-04
53011,F2TT847344,C,S,2022-06-30
53012,C5AO637538,S,NE,2023-09-03
53013,X2OU268421,R4,O,2023-02-22
53014,F6MW233334,R3,E,2022-12-08
53015,C8FO225143,S,E,2021-07-25
53016,R7AA134851,C,O,2021-11-15
53017,L8WK527424,C,E,2022-10-02
53018,B5SS446472,R4,E,2021-12-06
53019,V3RY585555,R4,C,2023-02-20
53020,C6PM273366,R2,E,2022-02-20
53021,O1AO274841,I,SE,2021-01-15
53022,S8GB511585,P,NO,2021-08-11
53023,I7BN535345,I,N,2021-02-26
53024,Y6XO147527,R2,SE,2021-06-02
53025,N7EC515244,R4,S,2022-05-27
53026,L6BX281261,S,SE,2023-03-27
53027,C4LS714853,R4,C,2022-06-05
53028,W6II414441,C,NE,2022-08-22
53029,Q2SE631184,P,SE,2022-09-21
53030,P1OG424121,I,S,2023-10-07
53031,F7EC686752,R4,NE,2022-06-23
53032,U4QI671752,S,O,2022-08-06
53033,M8AA444821,I,E,2023-01-09
53034,W2GR645246,CE,NE,2023-02-05
53035,D5FW324774,R1,SE,2023-10-28
53036,K8QU611234,R4,E,2023-09-09
53037,B1YW841131,CE,SE,2022-03-12
53038,M1SU717625,P,SE,2023-06-16
53039,M2YE484164,I,SO,2022-07-21
53040,V7GC262384,R3,SO,2021-03-04
53041,U3OQ376511,I,SO,2023-06-26
53042,G6CL433763,I,C,2022-03-02
53043,W4FV268435,C,N,2023-06-04
53044,V3GF164358,I,E,2023-03-08
53045,H3RI716364,R4,NE,2023-02-04
53046,S2BS588711,R4,N,2023-02-24
53047,S1JI412556,R3,C,2022-05-21
53048,K6TP184158,R4,SE,2023-03-08
53049,A4YS347756,P,SO,2023-03-28
53050,G1GU318288,S,NO,2022-01-29
53051,B5WG231142,C,SO,2022-07-28
53052,C8MR382513,I,NO,2022-04-23
53053,Q4VO833561,I,NO,2023-11-23
53054,J3FN252118,R2,S,2021-01-31
53055,N7BJ837521,C,E,2021-07-05
53056,O4MS182667,R3,O,2021-10-15
53057,J7RN573686,I,SO,2023-09-09
53058,Y2KC743332,R3,S,2021-09-10
53059,J3UO422211,C,S,2021-12-21
53060,M4YB413568,I,NE,2023-02-01
53061,L5MH386257,I,SO,2022-02-12
53062,C1JP224353,R4,O,2021-04-18
53063,U8HQ255588,R1,NE,2022-05-13
53064,K6WN552183,CE,NO,2022-09-15
53065,J1SE576748,R3,NO,2021-03-05
53066,X3NN542434,C,S,2021-09-17
53067,R7RT845352,R2,NE,2022-06-13
53068,S4UR647845,I,SE,2021-05-11
53069,C5PO543434,R2,N,2021-10-12
53070,C2KH257363,C,E,2023-07-26
53071,I6XP685235,R2,E,2023-06-20
53072,K6DQ631781,C,SE,2021-12-25
53073,Q7LJ712545,C,S,2022-05-05
53074,E1AP714643,R3,C,2023-08-14
53075,D5LG324458,R3,S,2023-09-28
53076,T8JU826161,I,S,2021-05-28
53077,Y3BV346235,R2,C,2023-04-28
53078,C4OD233563,R2,E,2021-02-18
53079,D5BD221645,R3,SE,2021-09-03
53080,V2PE266538,P,SE,2023-04-16
53081,S7EW346424,I,NO,2021-11-21
53082,A4AB143425,R1,E,2023-08-07
53083,X6KI355572,R1,O,2023-12-09
53084,N5TM314233,P,S,2023-01-04
53085,D6NX165771,I,SE,2021-10-26
53086,A2DM483578,R1,O,2021-06-18
53087,W4DR425432,R1,SO,2022-01-12
53088,M6SM461381,S,C,2022-07-17
53089,J2YB676267,I,O,2023-06-05
53090,V7DH133637,I,S,2022-11-23
53091,R7BH213388,R4,S,2021-02-08
53092,J8XI768474,R1,NE,2023-09-12
53093,D1WS271821,CE,NO,2022-10-08
53094,C4KG167464,P,N,2022-09-19
53095,S5JI348788,I,NE,2023-02-05
53096,O5VG547253,S,C,2021-11-24
53097,N6KV764232,R2,SE,2023-10-30
53098,L4PH174635,CE,NE,2023-12-31
53099,P1KU522357,R1,C,2022-11-29
53100,A6AN485337,P,O,2021-02-24
53101,R3BY628868,I,N,2021-08-29
53102,Q7WW146732,R2,SE,2022-11-13
53103,Y6KK516465,R3,SO,2022-08-22
53104,Y4LR186447,C,SE,2022-08-24
53105,L8XN334556,R2,N,2021-06-25
53106,V8FD143148,R3,SE,2023-03-26
53107,X8QK388478,I,N,2022-12-07
53108,W7EL466377,I,NE,2022-10-13
53109,G6KE487751,I,SO,2022-05-27
53110,K1CL223668,I,S,2023-04-06
53111,S1XS531888,C,N,2023-03-08
53112,G2QY515168,CE,N,2021-04-28
53113,K4BM814465,R2,E,2022-06-22
53114,D3KC152657,R3,NE,2021-09-30
53115,W5XV326358,C,NO,2022-03-13
53116,I1UN785785,CE,N,2022-01-25
53117,C1ND771373,C,E,2021-09-11
53118,X3JO816184,I,SO,2023-11-27
53119,U6EG882216,C,S,2021-04-23
53120,X7CW626864,R3,SO,2023-05-29
53121,E6HC642717,I,N,2023-06-29
53122,W4TU363322,I,E,2022-10-08
53123,X3IO624183,R2,E,2023-06-01
53124,L1TF545257,R2,SO,2023-07-17
53125,W8KG285787,R3,N,2021-09-20
53126,A4LA746888,C,NE,2023-04-09
53127,L8KG112617,R4,N,2021-01-06
53128,R3SJ612111,R4,S,2022-12-10
53129,J8WT224364,R1,NO,2023-08-01
53130,D7RQ334238,C,E,2022-12-02
53131,E2IG433465,I,NO,2023-06-17
53132,G7CD882785,R1,O,2022-06-15
53133,E3QD481428,P,NE,2022-02-04
53134,D3XW328743,I,O,2023-11-19
53135,S7EB643216,I,C,2021-03-04
53136,X3VD614745,R2,NE,2023-09-28
53137,H3DY423687,R4,SE,2021-01-14
53138,A1FL681528,R1,SO,2022-05-24
53139,I6SN213756,R2,O,2023-10-04
53140,E4HM438274,R1,NO,2021-07-22
53141,F1PI262448,R4,SE,2023-11-19
53142,X7AH555182,I,S,2021-06-30
53143,T1XL435868,R2,SE,2021-07-04
53144,S8QW278584,R4,N,2021-08-11
53145,O6WV151585,P,SO,2023-09-28
53146,S3BG476653,R1,SO,2022-05-21
53147,E3EM136532,I,N,2021-04-09
53148,X4WT154322,CE,E,2023-05-19
53149,H8VJ427318,P,S,2023-12-23
53150,H4CC834256,R3,SO,2021-09-13
53151,M6YT788684,R1,NE,2023-12-17
53152,K6XO445851,R1,SO,2021-02-09
53153,R8YL413568,CE,S,2023-04-27
53154,V7RE385173,I,O,2022-10-10
53155,T8WL382343,R1,NO,2022-02-09
53156,K4DX637554,R1,O,2022-12-26
53157,M3UT165273,R2,N,2023-03-09
53158,G4DG332256,CE,SO,2021-02-18
53159,C4NL516721,R4,E,2022-06-18
53160,W1YD138745,CE,NO,2021-04-11
53161,D6ET845162,R4,C,2023-06-20
53162,S6WE555756,R3,O,2023-06-15
53163,G6EF266161,R1,SO,2022-02-07
53164,Y5UW663655,I,S,2022-08-19
53165,X8OP886231,R4,C,2023-02-18
53166,Q2DU381486,CE,S,2023-04-17
53167,N6LH545381,I,N,2021-06-01
53168,P2XO156655,R4,SE,2023-01-30
53169,P5VM741347,CE,SE,2022-09-08
53170,E2AO566883,R4,NE,2023-02-17
53171,S6XQ277716,R4,NE,2021-05-01
53172,Q1TE756247,R3,N,2021-09-06
53173,P5NE871513,P,SO,2022-09-28
53174,R1CN377652,CE,N,2023-02-20
53175,Q3SY364777,S,SE,2023-10-30
53176,T4LP122638,R2,SE,2021-04-13
53177,B4IS528412,R3,NE,2021-01-26
53178,D8MP683358,S,E,2021-05-14
53179,P2XX331818,S,O,2021-06-11
53180,L5AM444825,R2,NO,2021-07-10
53181,O1CA742437,CE,NE,2021-08-04
53182,S7IU825456,S,E,2023-03-04
53183,G6ED315236,R1,NO,2022-03-08
53184,E6JE652811,R1,O,2022-12-20
53185,S8TC326826,R2,O,2021-05-07
53186,N7TT281878,I,SE,2022-09-21
53187,J5KU747522,S,C,2021-02-15
53188,H1RS834654,R4,SE,2023-06-16
53189,I1OD743727,I,E,2022-02-19
53190,Y4PU622164,R3,SE,2023-10-10
53191,O5IU584838,R1,C,2023-08-08
53192,X4PQ765338,R4,NO,2021-01-05
53193,Q4PW751818,R3,NO,2023-08-17
53194,C2GR656767,I,C,2023-09-15
53195,Y7XT442816,P,S,2021-12-02
53196,J3JV447854,CE,C,2021-08-14
53197,Y5MS741466,I,NE,2022-01-02
53198,D4QT116275,C,N,2023-06-12
53199,Q5SB151521,C,C,2023-06-09
53200,Y2UL412585,CE,NO,2023-09-17
53201,W2QX334681,R3,S,2023-05-13
53202,Y1PG818387,C,NE,2021-04-08
53203,D1PE545487,R2,E,2023-02-03
53204,R3FU722716,P,O,2021-01-26
53205,L8AI174243,R3,NE,2021-11-27
53206,R3WM253558,R2,C,2022-11-17
53207,I2BI844135,R3,S,2022-01-20
53208,N6QO487413,S,C,2022-11-26
53209,Y6RT445488,CE,SO,2023-12-11
53210,W7SK767883,C,E,2023-03-15
53211,Y3QW187464,I,S,2021-04-28
53212,E8GF522831,R2,O,2021-06-04
53213,U3SX512866,I,C,2022-04-29
53214,D6QQ812128,R4,SE,2021-03-26
53215,M8XM434147,S,N,2022-05-09
53216,G7MU862476,C,SO,2021-11-29
53217,O2DT571547,P,SE,2021-02-26
53218,K6HX586787,R4,S,2022-05-17
53219,N6RQ826511,I,C,2021-08-09
53220,L6MT474227,S,NO,2022-11-11
53221,D5SR727752,I,N,2023-10-09
53222,U1UA173182,CE,NE,2023-12-27
53223,N5YD261764,CE,O,2022-07-31
53224,Q7YN524814,P,S,2021-03-30
53225,P7VK857767,CE,NO,2022-05-22
53226,E2LA136718,I,C,2021-10-02
53227,P1JR351164,R4,SE,2022-04-13
53228,W3UV348781,R1,NE,2023-07-27
53229,N7TP132763,S,NO,2021-05-06
53230,H8PK845243,P,S,2022-09-22
53231,G6YA577675,I,NE,2021-04-18
53232,O2GW637468,C,NE,2022-02-27
53233,X6FR684557,R1,C,2023-06-29
53234,M6MO833228,I,E,2023-02-01
53235,R6FF674628,S,C,2023-10-23
53236,M7JH374144,CE,NO,2021-04-13
53237,B4AP711155,CE,S,2023-06-28
53238,N5XC616241,I,NO,2021-04-25
53239,R8LQ172514,P,C,2021-12-23
53240,N7WI776528,I,E,2023-11-22
53241,H1XG583377,R4,NO,2021-10-01
53242,U4SG845276,R3,E,2023-09-17
53243,E7NV458328,R2,E,2021-05-27
53244,Y2NQ164651,R3,NE,2021-04-29
53245,G6YB482634,I,E,2023-06-10
53246,J1DA167425,S,NE,2021-11-24
53247,N8CN124417,I,NE,2022-05-14
53248,V5WY138618,R4,E,2021-11-13
53249,V5GS435874,S,N,2023-02-12
53250,S2BS213445,R3,NO,2021-08-05
53251,R6LG811141,R2,SO,2022-09-10
53252,P6IB223412,P,E,2023-07-07
53253,P6NU177481,R1,SE,2021-09-04
53254,C8LP555652,S,S,2021-07-13
53255,G7JH651245,I,SO,2021-12-17
53256,V6NV376257,R3,N,2022-03-03
53257,Q1CK333257,R3,C,2021-07-05
53258,I7YR587833,CE,O,2022-01-06
53259,E5HP855674,I,S,2023-08-05
53260,J7MP664618,I,C,2021-12-20
53261,M6DQ674441,P,E,2021-04-23
53262,G5KY255676,R3,E,2023-08-06
53263,I3KX135543,R2,O,2021-12-14
53264,C6SF543566,C,NO,2021-08-23
53265,F7GF121242,R2,NO,2022-05-12
53266,T5CG416843,R1,SE,2022-08-07
53267,Y7IM172782,I,C,2022-04-05
53268,F2HU633364,P,C,2021-06-10
53269,I6AD188864,I,E,2022-05-22
53270,J2CX887586,R2,N,2023-02-25
53271,S3BH253253,I,C,2022-10-09
53272,S2NT368133,I,N,2023-08-02
53273,R6ET454268,I,SO,2022-11-26
53274,Q8AQ374721,I,SO,2023-04-17
53275,J2YC734684,CE,O,2021-08-17
53276,S7QT452825,R4,C,2021-12-12
53277,X2IN828514,C,S,2022-01-11
53278,W2RN645365,CE,N,2023-01-16
53279,L7WB378751,R4,S,2021-02-28
53280,H2VL384664,P,E,2021-08-22
53281,J1NG213752,I,SO,2023-08-20
53282,X6TP846726,R3,NO,2021-05-23
53283,H8WL286316,R4,C,2022-07-09
53284,U3KC367587,R1,NO,2023-07-22
53285,I5FF373334,S,SO,2021-11-06
53286,Q1YV513834,CE,NE,2022-01-30
53287,L1YH436622,R1,S,2021-11-02
53288,N8YR765421,C,S,2023-10-17
53289,M5LS387548,S,E,2021-11-10
53290,S2OF112621,R1,N,2023-03-12
53291,L2VD851566,R1,S,2022-02-24
53292,D7PW465626,R2,NO,2023-08-29
53293,F4YY318614,I,O,2022-06-28
53294,D6AL751163,I,NE,2021-01-31
53295,S8BF223427,R3,O,2023-10-16
53296,G7SB437786,C,SO,2021-10-09
53297,D5IR248631,S,N,2021-05-14
53298,L8LM423888,S,N,2023-08-30
53299,V6BS668348,R1,C,2023-07-15
53300,M3GL332638,CE,SE,2023-09-28
53301,E7QE676256,R3,E,2022-09-28
53302,E4JP137833,CE,NO,2023-12-15
53303,U7MT414111,R2,S,2022-12-25
53304,D7GL823444,R2,NE,2022-09-12
53305,O1MK775182,R2,NO,2023-05-17
53306,V7VD548561,R3,SE,2022-08-20
53307,I7EH337831,I,E,2023-04-24
53308,R1SY135646,R3,N,2022-09-14
53309,F8BK747168,CE,SO,2022-11-18
53310,P3CU823512,CE,C,2023-12-11
53311,U1QO214341,I,SO,2022-12-06
53312,R2MB455152,R2,NE,2023-04-22
53313,O5IU828864,C,SO,2022-04-28
53314,V6VA331388,R4,S,2023-01-08
53315,Q3KP256517,R4,N,2021-11-29
53316,E5VV887767,R2,SE,2023-10-16
53317,K7QI178811,R1,SO,2023-10-02
53318,V8KM765576,R4,NO,2022-05-11
53319,K3NV153273,I,SE,2023-12-07
53320,A2YO157147,I,C,2021-03-04
53321,G7PP441676,I,N,2022-05-30
53322,V5MB665284,I,SO,2023-02-27
53323,F4AX871186,I,SE,2023-06-19
53324,C3RQ577616,R4,SE,2021-11-28
53325,M8AN143773,P,NE,2023-01-26
53326,V1LD148517,S,C,2021-10-17
53327,J1AK521743,CE,E,2022-03-25
53328,M5OH347468,R2,SE,2023-08-26
53329,B3VS822836,CE,S,2023-05-23
53330,M7DC223834,P,NO,2023-09-28
53331,N2KN231327,R2,C,2022-03-26
53332,T5CT536143,C,O,2021-09-14
53333,R5EB731353,R1,N,2022-11-15
53334,T6IG537337,C,C,2021-08-17
53335,M3LG536787,S,SO,2022-07-13
53336,M6PT558878,S,NO,2023-05-30
53337,D6AS653485,R3,SO,2023-02-26
53338,N8IQ147774,R1,O,2023-12-19
53339,P6VY467256,I,O,2021-11-11
53340,X2PX151784,R1,O,2021-11-27
53341,T3VO285536,R4,C,2023-07-19
53342,R4GK416123,R4,NO,2023-12-04
53343,R7TM834773,S,NE,2023-01-10
53344,H7XF574642,R2,E,2021-04-27
53345,P1OH853176,R3,E,2021-02-24
53346,A3CI747274,S,NE,2023-05-09
53347,K7WD771814,P,N,2022-12-24
53348,O8UR611772,P,SE,2021-03-06
53349,R1IH724386,I,NO,2023-12-13
53350,N8GN544828,P,S,2021-09-25
53351,J4WU871836,I,O,2023-07-16
53352,H8QW863888,S,C,2021-01-24
53353,A3JX665163,CE,O,2021-04-25
53354,H5RL112542,CE,SE,2022-12-07
53355,L6EU314467,I,SE,2021-01-22
53356,X4EP725452,S,C,2021-10-05
53357,B2AW677265,I,SO,2022-08-16
53358,L4YL567817,R4,N,2023-04-04
53359,A2JY688571,S,E,2021-07-20
53360,M6RK568716,R2,O,2023-08-21
53361,T5PA244233,R3,E,2023-05-05
53362,I6KE525226,R2,N,2022-10-14
53363,H5DH686483,S,E,2022-04-25
53364,L5CE828565,R3,NO,2023-02-08
53365,S8QV677648,R3,N,2021-12-03
53366,T3NY816213,CE,SO,2022-05-15
53367,D3JT243337,R2,S,2022-09-21
53368,Y4CI786112,P,E,2022-12-17
53369,P8CM288854,I,SE,2022-02-23
53370,K6IN667728,R4,S,2021-10-02
53371,M4TG535737,CE,SO,2022-02-11
53372,T8DM721682,R1,O,2023-01-13
53373,P7QM621585,I,SE,2021-11-06
53374,D2HU187875,C,S,2023-11-19
53375,F5EW145852,S,NE,2022-09-22
53376,D7IF452218,CE,NE,2022-10-30
53377,I5GN257463,C,E,2022-02-13
53378,F2GH257862,R2,NO,2023-01-30
53379,M3PD472773,P,NE,2023-06-22
53380,J4KY812864,CE,SO,2023-08-06
53381,M5PR735413,CE,O,2021-08-11
53382,E1FE216476,R3,NO,2021-04-27
53383,X3YO444128,S,O,2022-04-30
53384,H8CC678775,I,E,2023-09-20
53385,N3TY271785,P,N,2021-05-11
53386,Q4VC822633,CE,S,2021-07-18
53387,B7UJ364353,C,NO,2021-08-09
53388,R7WJ126136,R4,C,2023-09-05
53389,G5AG638581,R2,E,2021-11-04
53390,J3JT334242,R4,O,2021-10-03
53391,F5JY622615,I,SE,2023-12-12
53392,D1DH331558,R2,E,2021-08-12
53393,M1YU637473,R4,S,2021-05-03
53394,S1CL545233,I,C,2023-12-25
53395,M2JW561476,I,NO,2023-05-11
53396,T5NW718252,CE,N,2022-05-24
53397,C2AT184845,CE,E,2021-06-12
53398,D6VX545885,I,NO,2022-12-11
53399,L7QD836543,C,NO,2022-03-10
53400,B8HW284248,R4,SO,2021-08-27
53401,T6RS555488,C,NO,2022-11-07
53402,O8ST218561,I,O,2022-03-08
53403,P4XE755227,I,S,2021-04-28
53404,D7RC735787,R3,C,2021-05-26
53405,L5LQ784464,R1,C,2021-02-25
53406,A3XD642326,C,SO,2023-06-27
53407,D4RQ587143,R2,N,2022-10-29
53408,F3JQ112274,R4,S,2022-10-29
53409,X5HW216723,R4,NO,2023-05-18
53410,P1XX185546,R2,SE,2021-04-29
53411,H4BH812867,CE,O,2021-11-07
53412,L8KM831681,CE,SE,2023-09-13
53413,X8KX832142,R4,E,2021-10-10
53414,F6CQ651322,CE,S,2021-07-15
53415,R8DF324251,CE,E,2021-05-10
53416,J7QS274788,R1,O,2023-10-03
53417,V2CS427568,C,C,2022-09-04
53418,J1RG413523,R1,NE,2023-12-30
53419,A4XY825412,S,NE,2023-09-11
53420,U6HV151843,R1,O,2023-03-01
53421,I7JR232462,R3,E,2021-12-13
53422,K4ES356161,R2,N,2023-12-21
53423,U3PE453265,R3,S,2021-02-08
53424,L2BF112514,P,O,2021-02-25
53425,F5NS623662,R2,N,2021-11-21
53426,A4EJ868577,I,E,2021-01-16
53427,U4JA511116,CE,O,2023-10-14
53428,L1JV571765,R1,N,2022-09-08
53429,R8GH812618,S,E,2022-03-14
53430,C7BK283812,I,S,2021-10-31
53431,G5TJ886753,P,SE,2021-11-22
53432,P8WG838188,C,NO,2023-08-12
53433,O1XY573356,I,O,2022-01-12
53434,D6TX144635,CE,C,2023-04-27
53435,C8LN325647,CE,E,2021-07-19
53436,I6DU375713,C,O,2022-04-22
53437,O3JO472426,CE,SO,2023-10-12
53438,B1GA441256,P,NE,2021-09-15
53439,I7UC545352,R1,NE,2021-11-03
53440,Y5BX461132,R4,N,2022-10-26
53441,J8RI228515,I,NE,2023-03-26
53442,Y7BF425382,I,NE,2022-01-09
53443,J3WD863571,I,O,2021-12-24
53444,M3CN687714,R2,SO,2023-03-26
53445,Q4CN622447,I,NO,2021-12-04
53446,G5UP635527,S,SE,2022-02-17
53447,L5UT415584,I,S,2023-12-09
53448,M2TL371833,R2,NE,2021-10-05
53449,Q4MA883645,R1,NE,2021-10-18
53450,R2QP725167,R2,NE,2023-09-29
53451,R4GH423217,R2,E,2023-10-04
53452,Q1TK514641,I,NO,2021-07-16
53453,B3IL162581,R4,C,2022-08-05
53454,L7DW441153,R3,SO,2021-11-01
53455,L8KB818841,P,N,2021-07-25
53456,X5GH282326,R4,NE,2023-11-02
53457,C1NN336811,I,SO,2022-06-29
53458,W3CH675346,I,E,2022-05-12
53459,W4KI645667,I,SO,2021-09-17
53460,V5KT714436,S,NO,2023-01-31
53461,I6BW538181,R1,SE,2021-03-26
53462,E8HH242347,S,N,2022-08-25
53463,R3GG832446,R1,NO,2021-11-22
53464,G2KS726345,C,E,2023-12-19
53465,B8MR326568,I,SO,2022-03-03
53466,F8YH837546,I,NE,2021-10-12
53467,T8DF678725,R1,S,2022-06-08
53468,H5RH267764,R1,NE,2022-05-28
53469,T7UQ463386,CE,NE,2021-12-30
53470,Q2RJ567441,CE,SE,2022-12-14
53471,F6AL742456,I,NO,2023-06-24
53472,E6JQ141577,R2,E,2023-11-15
53473,S3NG467374,S,E,2023-01-08
53474,P2PQ548778,I,N,2022-01-14
53475,D1XM668447,S,S,2023-02-28
53476,W7QQ872647,S,NE,2022-10-09
53477,X5SH455665,I,SO,2023-05-08
